	IUCN.binomial	PD.Ref	Marine.Ref	M.M.P	IUCN.Order	ORD	Order	IUCN.Family	FAM	Family	IUCN.Genus	IUCN.Species	Common.names	Listed	Red.List.status	B.species	Population.trend	Island	TrophicDetail	TrophicDetail.Reduced	TrophicD	TrophicP	DietBreadth	TerrestrialityD	TerrestrialityP	HabMode	HabitatBreadth	ActivCycle	BodyMass.g	logBodyMass	AdultForearmLen.mm	logAdultForearmLen	AdultHeadBodyLen.mm	logAdultHeadBodyLen	AllGeogRange	logAllGeogRange	Current.GR	HomeRange.km2	logHomeRange	HomeRange.Indiv.km2	logHomeRange.Indiv.km2	PopDen.n.km2	logPopDen	SocGrpSz	logSocGrpSz	social	PopGrpSz	logPopGrpSz	SMA.d	logSMA	AgeatFirstBirth.d	logAgeFirstBirth	IBI.d	logIBI	LitSz	logLitSz	LitPerYear	logLitPerYear	TeatNo	logTeatNo	GestLen.d	logGestLen	NeonateBodyMass.g	logNeonateBodyMass	NeonateHeadBodyLen.mm	logNeonateHeadBodyLen.mm	AgeEyeOpen.d	WeanAge.d	logWeanAge	WeanBodyMass.g	logWeanBodyMass	logWeaningHeadBodyLen.mm	DispersAge.d	logDispersAge.d	MaxLifepsan.m	logMaxLifespan.m	P	BasalMetRate.mLO2hr	logBasalMetRate	BMR.lO2.hr	kcal.day	BMR.watts	logBMR.watts	BasalMetRateMass.g	brain.mass.g	logbrain.mass.g	GR.Area.km2	GR.MaxLat.dd	GR.MinLat.dd	GR.MidRangeLat.dd	GR.MaxLong.dd	GR.MinLong.dd	GR.MidRangeLong.dd	HuPopDen.Min.n.km2	HuPopDen.Mean.n.km2	HuPopDen.5p.n.km2	HuPopDen.Change	Precip.Mean.mm	logMeanPrecip	Temp.Mean.01degC	AET.Mean.mm	logAET	PET.Mean.mm	logPET	Freshwater	Coastal	Oceanic	births.on.land	All.Habitat	threatened.by.fishing.bycatch.	threatened.by.direct.hunting	threatened.by.pollution.	threatened.by.invasives.	threatened.by.development.dams.human.intrusion.	threatened.by.climate.change	All.threats	MedianNPPgC.m.2r	logMedianNPP	MinNPPgC.m.2r	MaxNPPgC.m.2r	MeanNPPgC.m.2r	StdNPP	MedianNPPgC.m.2r.1	Min.HII	Max.HII	Mean.HII	StdHII	MedianHII	logLSPop	logNPP	logDHI_CV	logMinimumFpar	logTotalAnnualFpar	Velocity	logVelocity	logLights2006	logGlob	GPP	LSPop	NPP	DHI_CV	MinimumFpar	TotalAnnualFpar	Lights2006	Glob
980	Cryptotis_montivaga	5490	NA	Placental	EULIPOTYPHLA	SOR	Soricomorpha	SORICIDAE	SOR	Soricidae	Cryptotis	montivaga	Ecuadorean_Small_eared_Shrew_Wandering_Small_eared_Shrew	0	LC	NA	stable	C	Ginsect	Insect	car	3	1	T	NA	ter	NA	B	11.29	1.052693942	NA	NA	79.6	1.900913068	9295	3.968249394	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	25609.05	-2.21	-5.49	-3.85	-78.21	-79.79	-79	4	26.36	4	0.09	107.6	2.031812271	167.71	961.18	2.982804726	1396.84	3.145146663	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	92.03	1.963929422	42	1724.2	968.893	42	920.3	0	540	171.071	87.9212	180	1.776690223	3.961666426	-0.626770121	1.470787017	3.101036374	0.064269412	-1.191995673	0.491284092	1.602059991	15087.19982	59.7984908	8299.972384	0.2361728	29.56562179	1261.933222	3.09944613	40
981	Cryptotis_nigrescens	5492	NA	Placental	EULIPOTYPHLA	SOR	Soricomorpha	SORICIDAE	SOR	Soricidae	Cryptotis	nigrescens	Blackish_Small_eared_Shrew	0	LC	NA	stable	C	Ginsect	Insect	car	3	NA	T	NA	ter	NA	NA	8.32	0.920123326	NA	NA	NA	NA	26581	4.424571315	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	109.14	2.037983949	2.6	2052	1104.01	2.6	1091.4	0	620	194.795	82.5829	180	2.021073654	4.003675089	-0.866088292	1.732277138	3.250582758	0.097239825	-1.012155831	0.711338724	1.602059991	23658.52509	104.972044	8711.794788	0.136116793	53.9855012	1780.667194	5.144447319	40
983	Cryptotis_orophila	5494	NA	Placental	EULIPOTYPHLA	SOR	Soricomorpha	SORICIDAE	SOR	Soricidae	Cryptotis	orophila	Central_American_Least_Shrew	NA	DD	NA	unknown	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	109714	5.040262049	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.809497147	4.046034016	-0.793424196	1.650575909	3.204268706	0.248487208	-0.604695964	0.236286596	1.602059991	22880.89507	64.49070828	10414.24748	0.160907321	44.72763231	1600.548012	1.723005233	40
987	Cryptotis_phillipsii	5497	NA	Placental	EULIPOTYPHLA	SOR	Soricomorpha	SORICIDAE	SOR	Soricidae	Cryptotis	phillipsii	Phillip.s_Small_eared_Shrew	1	VU	B	decreasing	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2925	3.46612587	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.440395219	4.022882001	-0.703044427	1.607195048	3.174803509	0.1019589	-0.991574859	-0.131254016	1.602059991	19916.27281	27.56736261	8203.18342	0.198132433	40.4757633	1495.558857	0.739172812	40
988	Cryptotis_squamipes	5498	NA	Placental	EULIPOTYPHLA	SOR	Soricomorpha	SORICIDAE	SOR	Soricidae	Cryptotis	squamipes	Scaly_footed_Small_eared_Shrew_Western_Colombian_Small_eared_Shrew	0	LC	NA	unknown	C	Ginsect	Insect	car	3	1	T	NA	ter	NA	NA	11	1.041392685	NA	NA	NA	NA	61637	4.789841493	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	18765.47	3.4	0.01	1.7	-76.35	-78.15	-77.25	11	90.61	11	0.13	171.5	2.234264124	182.69	1516.86	3.180945499	1626.76	3.211323485	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	111.59	2.047625278	81.7	1556	1073.02	81.7	1115.9	60	580	205.904	62.8791	210	1.67965639	3.937711368	-0.740910473	1.613986471	3.200808325	0.083137255	-1.080204319	0.226336462	1.602059991	16861.26476	47.82515538	8399.392329	0.181588996	41.1136913	1587.845803	1.683978187	40
989	Cryptotis_tamensis	5499	NA	Placental	EULIPOTYPHLA	SOR	Soricomorpha	SORICIDAE	SOR	Soricidae	Cryptotis	tamensis	Tamá_Small_eared_Shrew	0	LC	NA	unknown	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4506	3.653791187	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	115.97	2.064345657	221.7	1864.3	1133.3	221.7	1159.7	100	450	190.013	49.6417	180	1.528504472	4.023176438	-0.76020746	1.652435202	3.215786731	0.056084297	-1.25115872	0.290381128	1.602059991	19576.47413	33.76793258	10415.76991	0.173697089	44.91952984	1643.564418	1.951556496	40
990	Cryptotis_thomasi	5500	NA	Placental	EULIPOTYPHLA	SOR	Soricomorpha	SORICIDAE	SOR	Soricidae	Cryptotis	thomasi	Thomas_Small_eared_Shrew_Thomass_Small_eared_Shrew	0	LC	NA	stable	C	Ginsect	Insect	car	3	1	T	NA	ter	NA	NA	11.77	1.070776463	NA	NA	NA	NA	147376	5.168426765	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	32860.44	5.91	1.52	3.72	-72.23	-76.13	-74.18	2	104.36	3	0.08	101.78	2.007662447	190.96	1444.85	3.159822762	1495.88	3.174896756	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	119.74	2.078239254	3.5	1988.3	1214	362.406	1197.4	0	600	211.236	74.8865	210	1.441073152	4.005198305	-0.660849228	1.568035852	3.172746284	0.068350629	-1.165257484	0.191006754	1.602059991	18457.80479	27.61042884	9811.24338	0.218348781	36.98587115	1488.491244	1.552411154	40
991	Cryptotis_tropicalis	5502	NA	Placental	EULIPOTYPHLA	SOR	Soricomorpha	SORICIDAE	SOR	Soricidae	Cryptotis	tropicalis	Tropical_Small_eared_Shrew	NA	DD	NA	unknown	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4402380	6.643687527	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.034358678	4.135052639	-0.882059008	1.721221769	3.22835226	0.345534437	-0.461508663	0.449046623	1.602059991	24938.30275	108.2327461	11604.28337	0.131202162	52.62859415	1691.81262	2.812202711	40
1305	Episoriculus_fumidus	5506	NA	Placental	EULIPOTYPHLA	SOR	Soricomorpha	SORICIDAE	SOR	Soricidae	Episoriculus	fumidus	Taiwan_Brown_toothed_Shrew_Taiwanese_Red_toothed_Shrew	0	LC	NA	unknown	I	NA	NA	NA	NA	NA	T	NA	NA	NA	NA	6.95	0.841984805	NA	NA	67.39	1.828595456	7321	3.864570407	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.42	0.534026106	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	36065.98	25.29	21.9	23.6	122	120.04	121.02	70	676.6	73	0.03	160.5	2.205475037	165.8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	290.1	1605.6	983.607	245.519	987.3	100	580	199.383	88.3654	180	1.598330867	4.056301162	-0.720620582	1.59626232	3.207689555	0.052779265	-1.277536662	0.478416035	1.602059991	23862.62848	39.65800536	9691.434277	0.190273987	39.4695632	1613.204984	3.008957369	40
1398	Euroscaptor_parvidens	5514	NA	Placental	EULIPOTYPHLA	SOR	Soricomorpha	TALPIDAE	TAL	Talpidae	Euroscaptor	parvidens	Small_toothed_Mole	NA	DD	NA	unknown	C	NA	NA	car	3	1	T	1	NA	2	NA	NA	NA	NA	NA	NA	NA	22297	4.348246434	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	9353.46	22.7	11.18	16.94	108.44	105.2	106.82	54	110.48	54	0.11	132.14	2.121034302	215.7	1142.19	3.057738354	1336.28	3.125897468	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.979714839	3.934517881	-0.694404127	1.587415723	3.228149801	0.204436382	-0.689441814	-0.001685395	1.602059991	20120.29487	95.43657365	8600.38477	0.202113756	38.67369989	1691.024116	0.996126756	40
1418	Feroculus_feroculus	5515	NA	Placental	EULIPOTYPHLA	SOR	Soricomorpha	SORICIDAE	SOR	Soricidae	Feroculus	feroculus	Kelaart.s_Long_clawed_Shrew	1	EN	B	decreasing	I	NA	NA	NA	NA	NA	T	1	NA	2	NA	35.99	1.556181847	NA	NA	NA	NA	3254	3.512417549	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7179.99	7.59	6.73	7.16	81.2	80.3	80.75	104	353.9	104	0.02	174.28	2.241247551	246.85	1571.4	3.196286749	1594.12	3.202521011	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.408046065	3.819562762	-0.850325884	1.706197488	3.273557843	0.083976342	-1.075843047	0.628547442	1.602059991	19934.66849	255.8857285	6525.900611	0.141147801	50.83905725	1877.40445	4.251551477	40
3204	Paracrocidura_schoutedeni	5563	NA	Placental	EULIPOTYPHLA	SOR	Soricomorpha	SORICIDAE	SOR	Soricidae	Paracrocidura	schoutedeni	Lesser_Large_headed_Shrew_Schouteden.s_Shrew	0	LC	NA	unknown	C	Ginsect	Insect	car	3	NA	T	NA	ter	NA	NA	12.18	1.085647288	NA	NA	75.03	1.875234946	795384	5.90057685	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	458097.1	5.53	-6.95	-0.71	23.05	8.93	15.99	0	15.66	1	0.06	149.83	2.17559878	242.3	1330.72	3.124086684	1503.76	3.177178528	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	113.62	2.055454785	67.2	1731.3	1088.18	67.2	1136.2	10	600	89.1147	54.389	80	1.235144027	4.041751372	-1.06765023	1.798178206	3.270390607	0.758694394	-0.119933125	-0.892569404	1.602059991	22878.45789	17.18478198	10369.7764	0.085575564	62.83161251	1863.762664	0.128065042	40
4156	Scutisorex_somereni	5570	NA	Placental	EULIPOTYPHLA	SOR	Soricomorpha	SORICIDAE	SOR	Soricidae	Scutisorex	somereni	Armored_Shrew	0	LC	NA	unknown	C	Ginsect	Insect	car	3	NA	T	NA	ter	NA	NA	91.49	1.961373628	NA	NA	NA	NA	244991	5.38915013	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.85	0.267171728	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.637625	-0.195434663	252190.81	3.04	-2.54	0.24	33.31	23.63	28.47	1	66.04	2	0.14	128.58	2.109173421	222.68	1445.18	3.159921943	1590.96	3.201659261	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	126.71	2.102810891	85.8	1748.6	1227.77	85.8	1267.1	0	600	160.531	65.9328	160	1.840923844	4.119931333	-1.166519387	1.847960237	3.284522807	0.832836412	-0.079440296	-1.201626211	1.602059991	25364.85925	69.33042211	11525.29511	0.068152315	70.46285519	1925.408157	0.062859915	40
4256	Sorex_macrodon	5604	NA	Placental	EULIPOTYPHLA	SOR	Soricomorpha	SORICIDAE	SOR	Soricidae	Sorex	macrodon	Large_toothed_Shrew	1	VU	B	decreasing	C	NA	NA	car	3	NA	T	NA	ter	NA	NA	8.61	0.935003151	NA	NA	NA	NA	8426	3.925621455	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	8910.55	20.13	18.61	19.37	-96.76	-97.6	-97.18	92	140.93	92	0.07	131.57	2.119156875	194.04	1176.42	3.070562399	1447.68	3.160672575	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.310247158	4.017718489	-0.642715474	1.493254657	3.100527016	0.124094287	-0.906248212	0.87805291	1.602059991	17455.81491	204.2900232	9543.359089	0.227658844	31.1354149	1260.454043	7.551842268	40
4292	Sorex_veraepacis	5640	NA	Placental	EULIPOTYPHLA	SOR	Soricomorpha	SORICIDAE	SOR	Soricidae	Sorex	veraepacis	Verapaz_Shrew	0	LC	NA	stable	C	Ginsect	Insect	car	3	NA	T	NA	ter	NA	NA	7.5	0.875061263	NA	NA	NA	NA	59644	4.775566762	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	12425.24	16.19	15.37	15.78	-89.91	-91.8	-90.86	10	68.08	10	0.16	129.43	2.112034951	208.34	1478.02	3.169680311	1650.31	3.217565531	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	159.55	2.202896809	413.1	1804.7	1498.38	413.1	1595.5	100	460	220.059	54.1886	220	1.968204208	3.987721218	-0.749606459	1.637963457	3.189469088	0.117322307	-0.930619406	0.493278815	1.602059991	19686.20616	92.9403295	8940.714337	0.177989155	43.44736649	1546.924395	3.113714683	40
4403	Suncus_fellowesgordoni	5647	NA	Placental	EULIPOTYPHLA	SOR	Soricomorpha	SORICIDAE	SOR	Soricidae	Suncus	fellowesgordoni	Ceylon_Pygmy_Shrew_Sri_Lanka_Shrew	1	EN	B	decreasing	I	NA	NA	NA	NA	NA	T	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	65904	4.818911775	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6493.32	7.59	6.67	7.13	81.18	80.39	80.79	104	353.9	104	0.02	174.28	2.241247551	246.85	1571.4	3.196286749	1594.12	3.202521011	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.457929821	3.793746569	-1.095399474	1.825939448	3.29554231	0.56836647	-0.245371551	0.12036338	1.602059991	19556.95415	53.29654723	5815.696425	0.088980463	64.32915708	1926.556455	6.241044559	40
4404	Suncus_hosei	5648	NA	Placental	EULIPOTYPHLA	SOR	Soricomorpha	SORICIDAE	SOR	Soricidae	Suncus	hosei	Bornean_Pgymy_Shrew_Hose.s_Shrew	NA	DD	NA	unknown	I	NA	NA	NA	NA	NA	T	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	57358	4.758594	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	737548	7.03	-4.18	1.42	119.26	108.83	114.05	1	26.95	3	0.18	260.63	2.416024404	244.88	1681.05	3.225580631	1712.73	3.233688905	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.691322247	3.938867223	-1.239523851	1.875035991	3.298015657	0.329500553	-0.482143852	-1.213163253	1.602059991	24258.46608	4.912722652	8219.82378	0.057607118	74.99563579	1986.166522	0.061212025	40
4408	Suncus_malayanus	5652	NA	Placental	EULIPOTYPHLA	SOR	Soricomorpha	SORICIDAE	SOR	Soricidae	Suncus	malayanus	Malayan_Pgymy_Shrew_Malayan_Pygmy_Shrew	NA	DD	NA	unknown	C	NA	NA	car	3	NA	T	NA	ter	NA	NA	4.99	0.698100546	NA	NA	NA	NA	167084	5.222934864	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	70847.37	6.45	2.17	4.31	103.09	100.83	101.96	3	104.35	3	0.09	201.25	2.303735889	250.79	1677.62	3.224693595	1802.15	3.255790936	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.110068423	4.014775119	-1.032692057	1.773222809	3.248176403	0.513674532	-0.289311966	0.885630786	1.602059991	19807.28499	128.8452532	5868.645425	0.092748724	59.32295948	1770.828093	7.684768443	40
4410	Suncus_montanus	5655	NA	Placental	EULIPOTYPHLA	SOR	Soricomorpha	SORICIDAE	SOR	Soricidae	Suncus	montanus	Hill_Shrew_Montane_Shrew_Sri_Lanka_Highland_Shrew	1	VU	B	decreasing	B	NA	NA	car	3	NA	T	NA	ter	NA	NA	18	1.255272505	NA	NA	NA	NA	6670	3.824125834	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	40185.65	11.87	6.61	9.24	81.17	76.39	78.78	104	441.7	129	0.04	148.78	2.172544554	257.81	1267.01	3.102780043	1574.79	3.197222648	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.542839096	3.901931925	-0.73172183	1.643417196	3.234835918	0.179197973	-0.746666907	0.591657437	1.602059991	20765.33968	349.0109844	7818.137164	0.185471921	43.99640548	1717.259462	3.905327295	40
4411	Suncus_murinus	5246	NA	Placental	EULIPOTYPHLA	SOR	Soricomorpha	SORICIDAE	SOR	Soricidae	Suncus	murinus	House_Shrew_Asian_House_Shrew	0	LC	NA	stable	B	Ginsect	Insect	car	3	NA	T	NA	ter	NA	N	43.76	1.641077313	NA	NA	126.36	2.101609617	7714179	6.887289712	NA	NA	NA	NA	NA	NA	NA	1	0.123851641	N	NA	NA	32.44	1.511080846	NA	NA	56.2	1.749736316	3.1	0.491361694	9.8	0.991226076	NA	NA	30.19	1.479863113	2.44	0.387389826	NA	NA	8.5	19.16	1.282395505	25.87	1.412796429	NA	NA	NA	30	1.477121255	1.254306885	NA	NA	NA	NA	0.403	-0.394694954	NA	0.381904714	-0.418044981	6024903.61	34.57	1.26	17.92	132.09	68.93	100.51	1	271.61	11	0.09	124.42	2.094890197	230.76	942.92	2.974474848	1431.95	3.155927854	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	71.08	1.851747419	0.1	2185.3	746.937	0.1	710.8	0	640	198.251	88.3858	180	2.339527384	3.9927026	-0.58154652	1.490560067	3.08427263	0.844902442	-0.073193435	0.502704752	1.602059991	15073.31854	218.538211	6414.785699	0.262091828	30.94283256	1214.150799	3.182033531	40
4412	Suncus_remyi	5656	NA	Placental	EULIPOTYPHLA	SOR	Soricomorpha	SORICIDAE	SOR	Soricidae	Suncus	remyi	Gabon_Dwarf_Shrew_Remy.s_Pygmy_Shrew_Remy.s_Shrew	0	LC	NA	unknown	C	Ginsect	Insect	car	3	NA	T	NA	ter	NA	NA	4.03	0.605305046	NA	NA	NA	NA	19193	4.283142863	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	75819.4	3.08	0.39	1.74	16.85	12.72	14.79	0	1.78	1	0.01	139.24	2.143764015	241.46	1393.87	3.144222271	1497.26	3.175297222	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	125.23	2.097708381	409.2	1381.7	1246.46	409.2	1252.3	10	300	45.7061	31.5751	50	0.285828079	4.056473577	-1.234971171	1.85431624	3.300591242	0.800150531	-0.096828302	-2.179758661	1.602059991	25067.40854	1.931203674	11364.87317	0.058214186	71.50167897	1997.980484	0.006610607	40
4464	Sylvisorex_johnstoni	5666	NA	Placental	EULIPOTYPHLA	SOR	Soricomorpha	SORICIDAE	SOR	Soricidae	Sylvisorex	johnstoni	Johnston.s_Forest_Shrew_Johnston.s_Shrew	0	LC	NA	unknown	C	Ginsect	Insect	car	3	NA	T	NA	ter	NA	NA	3.19	0.503790683	NA	NA	53.07	1.724849088	2739895	6.43773392	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1900856.05	5.6	-4.38	0.6	30.37	8.42	19.39	0	21.21	1	0.12	152.7	2.183839037	241.4	1422.95	3.15318964	1561.27	3.193478015	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	113.54	2.05514889	26.5	1838.9	1098.95	26.5	1135.4	0	640	123.915	61.7027	130	1.833928735	4.133233544	-0.934371007	1.730535309	3.221008678	0.709028606	-0.149336243	-0.676042057	1.602059991	22089.2091	68.22267365	10695.02124	0.116313197	53.76941473	1663.44589	0.210842396	40
